Year,Rank,Fight,Event,Date,Result,Is UFC
2020,100,Shinohara vs. Usui,KROSS×OVER 10,Dec 2020,100,False
2020,99,Walker vs. Spann,UFC Fight Night,Sep 2020,99,True
2020,101,Okuwaki vs. Nakamura,BOM WAVE 01,Jun 2020,101,False
2020,103,Rosenthal vs. Mumme,Jiu-Jitsu Over Time,Jul 2020,103,False
2020,102,Jackson vs. Colares,UFC on ESPN+ 24,Jan 2020,102,True
2020,104,Ito vs. Shoko,BOM WAVE 03,Dec 2020,104,False
2020,105,Shuto vs. Ranmaru,KROSS×OVER 10,Dec 2020,105,False
2020,106,Okuwaki vs. Abe,BOM WAVE 03,Dec 2020,106,False
2020,108,Okuwaki vs. Wor. Wanchai,BOM WAVE 02,Oct 2020,108,False
2020,107,Kara-France vs. Nam,UFC on ESPN+ 26,Feb 2020,107,True
2020,109,Mayes vs. Nascimento,UFC Fight Night,May 2020,109,True
2020,110,Kawahara vs. Kato,BOM WAVE 03,Dec 2020,110,False
2020,111,Kikuchi vs. Ishiguro,KROSS×OVER 10,Dec 2020,111,False
2020,113,Morita vs. Chop Lee,KROSS×OVER 8,Feb 2020,113,False
2020,112,Suleymanov vs. Yibugele,Rebel FC 10,Jan 2020,112,False
2020,114,Alfonso vs. Currier,Jiu-Jitsu Over Time,Jul 2020,114,False
2020,116,Quinones vs. Alfonso,Jiu-Jitsu Over Time,Jul 2020,116,False
2020,115,Pessoa vs. Machado,SFT 20,Jan 2020,115,False
2020,117,St. Preux vs. Menifield,UFC Fight Night,Sep 2020,117,True
2020,119,Jurginas vs. Makowski,KoK Classic 4,Dec 2020,119,False
2020,118,Garcia vs. Mariscal,LFA 80,Jan 2020,118,False
2020,120,Yoshinari vs. Wada,BOM WAVE 01,Jun 2020,120,False
2020,121,Yoshinari vs. Abe,BOM WAVE 02,Oct 2020,121,False
2020,122,Goncharova vs. Ovchinennkova,GCFC 10,Aug 2020,122,False
2020,123,Masanobu vs. Sojiro,KROSS×OVER 8,Feb 2020,123,False
2020,124,Makoto vs. Kiatkumphon,BOM WAVE 03,Dec 2020,124,False
2020,126,Inoue vs. Tajima,KROSS×OVER 9,Oct 2020,126,False
2020,125,Gamrot vs. Kutateladze,UFC Fight Night,Oct 2020,125,True
2020,127,Hayashi vs. Nakano,Overheat Boxers Night 93,Sep 2020,127,False
2020,128,Hayashi vs. Miyahara,KROSS×OVER 10,Dec 2020,128,False
2020,129,Kunimoto vs. Shimizu,BOM WAVE 03,Dec 2020,129,False
2020,130,Davila vs. Real,Jiu-Jitsu Over Time,Jul 2020,130,False
2020,131,Cohen vs. Currier,Jiu-Jitsu Over Time,Jul 2020,131,False
2020,132,Brown vs. Baeza,UFC Fight Night,May 2020,132,True
2020,133,Gasha vs. Abe,KROSS×OVER 8,Feb 2020,133,False
2020,135,Ávalos vs. Oviedo,Misiones Fight 1,Dec 2020,135,False
2020,134,Lee vs. Murphy,UFC 247,Feb 2020,134,True
2020,136,Kakinuma vs. Kuramitsugym,BOM WAVE 02,Oct 2020,136,False
2020,137,Kikuchi vs. Hatanaka,KROSS×OVER 8,Feb 2020,137,False
2020,139,Kiho vs. Ami,KROSS×OVER 10,Dec 2020,139,False
2020,138,Werdum vs. Oleinik,UFC 249,May 2020,138,True
2020,140,Shuto vs. Endo,KROSS×OVER 9,Oct 2020,140,False
2020,141,Osaki vs. TEPPEN GYM,BOM WAVE 03,Dec 2020,141,False
2020,142,Kohata vs. Tajima,KROSS×OVER 8,Feb 2020,142,False
2020,144,Battle vs. Kirkorian,Jiu-Jitsu Over Time,Jul 2020,144,False
2020,143,Felder vs. dos Anjos,UFC Fight Night,Nov 2020,143,True
2020,145,Kirkorian vs. Owens,Jiu-Jitsu Over Time,Jul 2020,145,False
2020,147,Anders vs. Jotko,UFC Fight Night,May 2020,147,True
2020,146,Archuleta vs. Mix,Bellator 246,Sep 2020,146,False
2020,148,Holland vs. Hernandez,UFC Fight Night,May 2020,148,True
2020,149,Hale vs. Overton,Full Contact Promotions,Feb 2020,149,False
2020,150,Fukuda vs. Yutto,BOM WAVE 02,Oct 2020,150,False
2020,151,Tsuchiya vs. Sekine,Overheat Boxers Night 93,Sep 2020,151,False
2020,152,Umeno vs. Flyskygym I,BOM WAVE 03,Dec 2020,152,False
2020,155,Shimizu vs. Sano,BOM WAVE 01,Jun 2020,155,False
2020,154,Green vs. Vannata II,UFC Fight Night,Aug 2020,154,True
2020,153,Kokov vs. Magomadov,ACA 104,Feb 2020,153,False
2020,156,Romero vs. Ovejero,Acevedo vs. Herrera,Mar 2020,156,False
2020,157,St. Preux vs. Hill,UFC Fight Night,Dec 2020,157,True
2020,158,Horowitz vs. Henry,Rite of Passage 11,Mar 2020,158,False
2020,160,Battle vs. Ortego,Jiu-Jitsu Over Time,Jul 2020,160,False
2020,159,Liu vs. Tubera,Combate 56,Feb 2020,159,False
2020,162,J vs. Matsushima I,BOM WAVE 03,Dec 2020,162,False
2020,161,Adesanya vs. Costa,UFC 253,Sep 2020,161,True
2020,164,Ovsienko vs. Gudkov,Shamo Boxing 53,Jun 2020,164,False
2020,163,Elliott vs. Royval,UFC Fight Night,May 2020,163,True
2020,165,Nakano vs. Matsumoto,BOM WAVE 03,Dec 2020,165,False
2020,167,Katashima vs. Ishii,BOM WAVE 03,Dec 2020,167,False
2020,166,O'Malley vs. Vera,UFC 252,Aug 2020,166,True
2020,171,Ishii vs. HIROYUKI,BOM WAVE 01,Jun 2020,171,False
2020,170,Guzman vs. Martinez,Combate 56,Feb 2020,170,False
2020,169,Overeem vs. Sakai,UFC Fight Night,Sep 2020,169,True
2020,168,Barcelos vs. Taha,UFC Fight Night,Nov 2020,168,True
2020,176,Hagiwara vs. Oki,KROSS×OVER 10,Dec 2020,176,False
2020,175,Perez vs. Du Plessis,UFC Fight Night,Oct 2020,175,True
2020,174,Struve vs. Tuivasa,UFC 254,Oct 2020,174,True
2020,173,Wilder vs. Fury II,Wilder vs. Fury 2,Feb 2020,173,False
2020,172,Diakiese vs. Fiziev,UFC Fight Night,Jul 2020,172,True
2020,179,Seto vs. Wor Wanchai,BOM WAVE 01,Jun 2020,179,False
2020,178,Silva vs. Vinicius,Future FC 11,Jan 2020,178,False
2020,177,Razak Alhassan vs. Lazzez,UFC Fight Night,Jul 2020,177,True
2020,184,Sameshima vs. Gang-G,BOM WAVE 03,Dec 2020,184,False
2020,183,Lyapunov vs. Bobryshev,MMA Series 11,Jul 2020,183,False
2020,182,Mathetha vs. Gillies,Eternal MMA 50,Feb 2020,182,False
2020,181,Ankalaev vs. Cutelaba II,UFC 254,Oct 2020,181,True
2020,180,Gilaniev vs. Kaiyrzhanuly,BFC International 3,Jan 2020,180,False
2020,187,Sakamoto vs. Chan,KROSS×OVER 8,Feb 2020,187,False
2020,186,Lungu vs. Hajdu,Colosseum Tournament 19,Sep 2020,186,False
2020,185,Figueiredo vs. Benavidez II,UFC Fight Night,Jul 2020,185,True
2020,190,Smith vs. Azure,UFC Fight Night,Sep 2020,190,True
2020,189,Luster vs. Elichanov,Respect FC 20,Sep 2020,189,False
2020,188,Agapova vs. Dobson,UFC Fight Night,Aug 2020,188,True
2020,194,Crelinstein vs. Hernandez,Jiu-Jitsu Over Time,Jul 2020,194,False
2020,193,Lyapunov vs. Nersesyan,MMA Series 21,Nov 2020,193,False
2020,192,Rodriguez vs. Grant,UFC Fight Night,Aug 2020,192,True
2020,191,Azure vs. Kelleher,UFC Fight Night,May 2020,191,True
2020,197,Shevchenko vs. Cerminara,UFC 247,Feb 2020,197,True
2020,196,Crelinstein vs. Kirkorian,Jiu-Jitsu Over Time,Jul 2020,196,False
2020,195,Lyapunov vs. Volynets,GIT Sech Pro,Mar 2020,195,False
2020,201,Anderson vs. Crelinstein,Jiu-Jitsu Over Time,Jul 2020,201,False
2020,200,Sumudaerji vs. Gordon,UFC Fight Night,Nov 2020,200,True
2020,199,Kamaka III vs. Pearce,UFC Fight Night,Nov 2020,199,True
2020,198,Silva vs. Phillips,UFC on ESPN+ 27,Feb 2020,198,True
2020,203,Shevchenko vs. Maia,UFC 255,Nov 2020,203,True
2020,202,Daffron vs. Anderson,Jiu-Jitsu Over Time,Jul 2020,202,False
2020,207,Bahamondes vs. Gomez,Contender Series 2020,Nov 2020,207,False
2020,206,Kakinuma vs. Joseph,BOM WAVE 03,Dec 2020,206,False
2020,205,Smith vs. Clark,UFC Fight Night,Nov 2020,205,True
2020,204,Jackson vs. Topuria,UFC Fight Night,Dec 2020,204,True
2020,209,Gadelha vs. Hill,UFC Fight Night,May 2020,209,True
2020,208,Zalal vs. Topuria,UFC Fight Night,Oct 2020,208,True
2020,210,Manhoef vs. Anderson,Bellator 251,Nov 2020,210,False
2020,211,Casey vs. Borella,UFC Fight Night,May 2020,211,True
2017,1,Gaethje vs. Johnson,The Ultimate Fighter 25 Finale,Jul 2017,1,False
2017,2,Alvarez vs. Gaethje,UFC 218,Dec 2017,2,True
2017,3,Romero vs. Whittaker,UFC 213,Jul 2017,3,True
2017,4,Bektić vs. Elkins,UFC 209,Mar 2017,4,True
2017,5,Aldo vs. Holloway,UFC 212,Jun 2017,5,True
2017,6,Bisping vs. St-Pierre,UFC 217,Nov 2017,6,True
2017,7,Garbrandt vs. Dillashaw,UFC 217,Nov 2017,7,True
2017,8,Cormier vs. Jones II,UFC 214,Jul 2017,8,True
2017,9,Oliveira vs. Medeiros,UFC 218,Dec 2017,9,True
2017,10,Poirier vs. Pettis,UFC Fight Night 120,Nov 2017,10,True
2017,11,Vannata vs. Teymur,UFC 209,Mar 2017,11,True
2017,12,Vannata vs. Green,UFC 216,Oct 2017,12,True
2017,13,Alvarez vs. Poirier,UFC 211,May 2017,13,True
2017,14,Holloway vs. Aldo II,UFC 218,Dec 2017,14,True
2017,15,Ferguson vs. Lee,UFC 216,Oct 2017,15,True
2017,16,Ortega vs. Moicano,UFC 214,Jul 2017,16,True
2017,17,Browne vs. Lewis,UFC Fight Night 105,Feb 2017,17,True
2017,18,Ponzinibbio vs. Perry,UFC on FOX 26,Dec 2017,18,True
2017,19,Gadelha vs. Andrade,UFC Fight Night 117,Sep 2017,19,True
2017,20,Gustafsson vs. Teixeira,UFC Fight Night 109,May 2017,20,True
2017,21,Li vs. Nash,UFC on FOX 23,Jan 2017,21,True
2017,23,Smolka vs. Elliott,UFC on FOX 24,Apr 2017,23,True
2017,22,Cerrone vs. Masvidal,UFC on FOX 23,Jan 2017,22,True
2017,24,Andrade vs. Hill,UFC Fight Night 104,Feb 2017,24,True
2017,25,Weidman vs. Gastelum,UFC on FOX 25,Jul 2017,25,True
2017,26,Swanson vs. Ortega,UFC Fight Night 123,Dec 2017,26,True
2017,28,Good vs. Zaleski,UFC on FOX 25,Jul 2017,28,True
2017,27,Jotko vs. Hall,UFC Fight Night 116,Sep 2017,27,True
2017,29,Saki vs. Henrique da Silva,UFC Fight Night 117,Sep 2017,29,True
2017,30,Lawler vs. Cerrone,UFC 214,Jul 2017,30,True
2017,31,Lewis vs. Hunt,UFC Fight Night 110,Jun 2017,31,True
2017,32,Gillespie vs. Gonzalez,UFC Fight Night 116,Sep 2017,32,True
2017,33,Coulter vs. Sherman,UFC 211,May 2017,33,True
2017,35,Marquez vs. Stewart,UFC on FOX 26,Dec 2017,35,True
2017,34,Shevchenko vs. Peña,UFC on FOX 23,Jan 2017,34,True
2017,36,Brown vs. Camacho,UFC Fight Night 121,Nov 2017,36,True
2017,37,Campos vs. Anderson,Bellator 170,Jan 2017,37,False
2017,38,Miller vs. Poirier,UFC 208,Feb 2017,38,True
2017,39,Saenz vs. Mendes,UFC Fight Night 103,Jan 2017,39,True
2017,40,Rivera vs. Almeida,UFC on FOX 25,Jul 2017,40,True
2017,42,Skelly vs. Knight,UFC 211,May 2017,42,True
2017,41,Anderson vs. Tweet,Invicta FC 21,Jan 2017,41,False
2017,44,Montenegro vs. Haga,Invicta FC 21,Jan 2017,44,False
2017,43,Rua vs. Villante,UFC Fight Night 106,Mar 2017,43,True
2017,45,Oleinik vs. Pešta,UFC Fight Night 103,Jan 2017,45,True
2017,46,Ortiz vs. Moreno,UFC Fight Night 108,Apr 2017,46,True
2017,48,Henry vs. Teymur,UFC Fight Night 113,Jul 2017,48,True
2017,47,Sanchez vs. Janes,The Ultimate Fighter 26 Finale,Dec 2017,47,False
2017,49,Jacobsen vs. Wilde,Cage Warriors 80,Feb 2017,49,False
2017,50,Jung vs. Bermudez,UFC Fight Night 104,Feb 2017,50,True
2017,51,Girtz vs. Campos III,Bellator 181,Jul 2017,51,False
2017,52,Błachowicz vs. Cummins,UFC 210,Apr 2017,52,True
2017,55,Davíðsdóttir vs. Martin,Invicta FC 22,Mar 2017,55,False
2017,54,Tybura vs. Barbosa,UFC 209,Mar 2017,54,True
2017,53,Shelton vs. Pantoja,UFC on FOX 23,Jan 2017,53,True
2017,57,Pettis vs. Moreno,UFC Fight Night 114,Aug 2017,57,True
2017,56,O'Malley vs. Khashakyan,DW's Contender Series 2017,Jul 2017,56,False
2017,59,Costa vs. Bamgbose,UFC 212,Jun 2017,59,True
2017,58,Marshman vs. Santos,UFC Fight Night 105,Feb 2017,58,True
2017,61,Stephens vs. Melendez,UFC 215,Sep 2017,61,True
2017,60,Griffin vs. Zaleski,UFC Fight Night 119,Oct 2017,60,True
2017,62,Jędrzejczyk vs. Andrade,UFC 211,May 2017,62,True
2017,63,Lawler vs. dos Anjos,UFC on FOX 26,Dec 2017,63,True
2017,64,Hardy vs. Yauger,Bellator NYC,Jun 2017,64,False
2017,67,Medeiros vs. Silva,UFC 212,Jun 2017,67,True
2017,66,Kiełek vs. Shaipov,ACB 53,Feb 2017,66,False
2017,65,Lauzon vs. Ray,UFC Fight Night 108,Apr 2017,65,True
2017,72,Browne vs. Oleinik,UFC 213,Jul 2017,72,True
2017,71,Li vs. Camacho,UFC Fight Night 111,Jun 2017,71,True
2017,70,Diakiese vs. Klose,The Ultimate Fighter 25 Finale,Jul 2017,70,False
2017,69,Cyborg vs. Holm,UFC 219,Dec 2017,69,True
2017,68,Swanson vs. Lobov,UFC Fight Night 108,Apr 2017,68,True
2017,73,Brooks vs. Lentz,UFC Fight Night 121,Nov 2017,73,True
2017,74,Sasaki vs. Scoggins,UFC Fight Night 111,Jun 2017,74,True
2017,76,Magomedov vs. Yan II,ACB 57,Apr 2017,76,False
2017,75,Alcântara vs. Sanders,UFC 209,Mar 2017,75,True
2017,77,Jędrzejczyk vs. Namajunas,UFC 217,Nov 2017,77,True
2022,1,Teixeira vs. Procházka,UFC 275,Jun 2022,1,True
2022,2,Burns vs. Chimaev,UFC 273,Apr 2022,2,True
2022,3,Poirier vs. Chandler,UFC 281,Nov 2022,3,True
2022,4,Moreno vs. Figueiredo III,UFC 270,Jan 2022,4,True
2022,5,Schnell vs. Sumudaerji,UFC on ABC 3,Jul 2022,5,True
2022,6,Oliveira vs. Gaethje,UFC 274,May 2022,6,True
2022,7,Kattar vs. Chikadze,UFC Fight Night,Jan 2022,7,True
2022,8,Tsarukyan vs. Gamrot,UFC Fight Night,Jun 2022,8,True
2022,9,Gane vs. Tuivasa,UFC Fight Night,Sep 2022,9,True
2022,10,Font vs. Vera,UFC Fight Night,Apr 2022,10,True
2022,11,Adesanya vs. Pereira,UFC 281,Nov 2022,11,True
2022,12,Onama vs. Landwehr,UFC Fight Night,Aug 2022,12,True
2022,13,Erosa vs. Peterson,UFC Fight Night,Feb 2022,13,True
2022,15,Yan vs. O'Malley,UFC 280,Oct 2022,15,True
2022,14,Herbert vs. Topuria,UFC Fight Night,Mar 2022,14,True
2022,16,Dober vs. McKinney,UFC Fight Night,Mar 2022,16,True
2022,17,Lewis vs. Tuivasa,UFC 271,Feb 2022,17,True
2022,18,Silva de Andrade vs. Morozov,UFC 271,Feb 2022,18,True
2022,19,Brown vs. Barberena,UFC Fight Night,Mar 2022,19,True
2022,20,Chandler vs. Ferguson,UFC 274,May 2022,20,True
2022,21,Cannonier vs. Brunson,UFC 271,Feb 2022,21,True
2022,22,Costa vs. Rockhold,UFC 278,Aug 2022,22,True
2022,23,Thompson vs. Holland,UFC Fight Night,Dec 2022,23,True
2022,24,Barcelos vs. Henry,UFC 270,Jan 2022,24,True
2022,25,Moraes vs. Johnson II,ONE Fight Night 1,Aug 2022,25,False
2022,26,Frevola vs. Valdéz,UFC 270,Jan 2022,26,True
2022,27,Vera vs. Cruz,UFC Fight Night,Aug 2022,27,True
2022,28,Lawler vs. Barberena,UFC 276,Jul 2022,28,True
2022,30,Moreno vs. Kara-France II,UFC 277,Jul 2022,30,True
2022,29,Usman vs. Edwards II,UFC 278,Aug 2022,29,True
2022,31,NGannou vs. Gane,UFC 270,Jan 2022,31,True
2022,33,Peña vs. Nunes II,UFC 277,Jul 2022,33,True
2022,32,Zhang vs. Jędrzejczyk II,UFC 275,Jun 2022,32,True
2022,34,Oliveira vs. Makhachev,UFC 280,Oct 2022,34,True
2022,35,Covington vs. Masvidal,UFC 272,Mar 2022,35,True
2022,36,Royval vs. Bontorin,UFC Fight Night,Jan 2022,36,True
2022,37,Bush vs. Borshchev,UFC Fight Night,Jan 2022,37,True
2022,38,dos Anjos vs. Moicano,UFC 272,Mar 2022,38,True
2022,39,Adesanya vs. Whittaker II,UFC 271,Feb 2022,39,True
2022,40,Demopoulos vs. Juárez,UFC 270,Jan 2022,40,True
2022,41,Pereira vs. Fialho,UFC 270,Jan 2022,41,True
2022,42,Ismagulov vs. Kutateladze,UFC Fight Night,Jun 2022,42,True
2022,43,Dober vs. Green,UFC Fight Night,Dec 2022,43,True
2022,44,Cachoeira vs. Kim,UFC Fight Night,Feb 2022,44,True
2022,45,Johnson vs. Mota,LFA 122,Jan 2022,45,False
2022,47,Jauregui vs. Lucindo,UFC Fight Night,Aug 2022,47,True
2022,46,Brito vs. Algeo,UFC Fight Night,Jan 2022,46,True
2022,48,Sandhagen vs. Song,UFC Fight Night,Sep 2022,48,True
2022,49,Tavares vs. Du Plessis,UFC 276,Jul 2022,49,True
2022,50,Collard vs. Stephens,PFL 1,Apr 2022,50,False
2022,51,Kattar vs. Emmett,UFC Fight Night,Jun 2022,51,True
2022,52,Hernandez vs. Moicano,UFC 271,Feb 2022,52,True
2022,53,Marquez vs. Rodrigues,UFC Fight Night,Jun 2022,53,True
2022,54,Volkanovski vs. Holloway III,UFC 276,Jul 2022,54,True
2022,55,Lawrence vs. Martinez,UFC 271,Feb 2022,55,True
2022,56,Rodrigues vs. Petrosyan,UFC Fight Night,Feb 2022,56,True
2022,57,Campbell vs. Duncan,Contender Series 2022,Aug 2022,57,False
2022,58,Njokuani vs. Rodrigues,UFC Fight Night,Sep 2022,58,True
2022,59,Diaz vs. Ferguson,UFC 279,Sep 2022,59,True
2022,60,Silva vs. Pereira,UFC Fight Night,Mar 2022,60,True
2022,61,Sterling vs. Yan II,UFC 273,Apr 2022,61,True
2022,63,Burgos vs. Jourdain,UFC on ABC 3,Jul 2022,63,True
2022,62,Dariush vs. Gamrot,UFC 280,Oct 2022,62,True
2022,64,Hernandez vs. Luna,Bellator 277,Apr 2022,64,False
2022,66,Johnson vs. Mullarkey,UFC Fight Night,Jul 2022,66,True
2022,65,Maddalena vs. Rodriguez,UFC 270,Jan 2022,65,True
2022,67,Bahamondes vs. Rongzhu,UFC Fight Night,Feb 2022,67,True
2022,69,Barriault vs. Njokuani,UFC Fight Night,Feb 2022,69,True
2022,68,Trizano vs. Choi,UFC 281,Nov 2022,68,True
2022,70,Ponzinibbio vs. Pereira,UFC Fight Night,May 2022,70,True
2022,71,Smolka vs. Grant,UFC Fight Night,May 2022,71,True
2022,72,Allen vs. Hooker,UFC Fight Night,Mar 2022,72,True
2022,73,Ross vs. Salvador,Contender Series 2022,Aug 2022,73,False
2022,74,Collier vs. Barnett,UFC 279,Sep 2022,74,True
2022,75,Marques vs. Almeida,UFC Fight Night,Feb 2022,75,True
2022,77,Trizano vs. Almeida,UFC Fight Night,Jun 2022,77,True
2022,76,Camacho vs. Torres,UFC Fight Night,May 2022,76,True
2022,78,Chimaev vs. Holland,UFC 279,Sep 2022,78,True
2022,80,Hooper vs. Garcia,UFC Fight Night,Oct 2022,80,True
2022,79,Vucenic vs. Hughes,Cage Warriors 145,Nov 2022,79,False
2022,82,Jauregui vs. Nunes,UFC Fight Night,Dec 2022,82,True
2022,81,Morales vs. Giles,UFC 270,Jan 2022,81,True
2022,84,Benítez vs. Onama,UFC Fight Night,Feb 2022,84,True
2022,83,Turcios vs. Natividad,UFC Fight Night,Nov 2022,83,True
2022,85,Page vs. Perry,BKFC 27,Aug 2022,85,False
2022,86,Haqparast vs. Green,UFC 271,Feb 2022,86,True
2022,87,Elkins vs. Connelly,UFC Fight Night,Apr 2022,87,True
2022,89,Means vs. Holland,UFC Fight Night,Jun 2022,89,True
2022,88,Dober vs. Alves,UFC 277,Jul 2022,88,True
2022,90,Esparza vs. Zhang,UFC 281,Nov 2022,90,True
2022,91,McKee Jr. vs. Carlyle,Bellator 286,Oct 2022,91,False
2022,93,Ok vs. Lee II,ONE Championship 160,Aug 2022,93,False
2022,92,Harrison vs. Pacheco III,PFL 10,Nov 2022,92,False
2022,94,Luque vs. Neal,UFC Fight Night,Aug 2022,94,True
2022,96,Santos vs. Hill,UFC Fight Night,Aug 2022,96,True
2022,95,Miller vs. Motta,UFC Fight Night,Feb 2022,95,True
2022,97,Yanez vs. Kelley,UFC Fight Night,Jun 2022,97,True
2022,99,Grant vs. Khandozhko,UFC Fight Night,Apr 2022,99,True
2022,98,Cyborg vs. Blencowe II,Bellator 279,Apr 2022,98,False
2022,100,Borg vs. Gibson,Eagle FC 44,Jan 2022,100,False
2022,102,Brahimaj vs. McGee,UFC Fight Night,Jan 2022,102,True
2022,101,Sherman vs. Collier,UFC Fight Night,Jan 2022,101,True
2022,105,Ramirez vs. Aguirre Muñoz,Chacal Fighting Championship,Jul 2022,105,False
2022,104,Rountree Jr. vs. Roberson,UFC Fight Night,Mar 2022,104,True
2022,103,Mitchell vs. Topuria,UFC 282,Dec 2022,103,True
2022,108,Gafencu vs. Amaritei,Colosseum Tournament 34,Aug 2022,108,False
2022,107,Sousa vs. Ollison,CFFC 105,Jan 2022,107,False
2022,106,Le vs. Tonon,ONE Championship,Mar 2022,106,False
2022,110,Amaya vs. Alva Purizaca,KO Showtime 1,Mar 2022,110,False
2022,109,Fernandes vs. Lineker,ONE Championship,Mar 2022,109,False
2022,112,Anderson vs. Molinero,Prueba Final,Oct 2022,112,False
2022,111,Gracie vs. Yamauchi,Bellator 284,Aug 2022,111,False
2022,116,Anderson vs. Quintero,Zona de Impacto II,Mar 2022,116,False
2022,115,Price vs. Rowe,UFC Fight Night,Dec 2022,115,True
2022,114,Danaa vs. Gutierrez,UFC Fight Night,Mar 2022,114,True
2022,113,Loughnane vs. Jenkins,PFL 10,Nov 2022,113,False
2022,118,Bassani vs. Lima,Presas Combat 1,Aug 2022,118,False
2022,117,Magny vs. Griffin,UFC Fight Night,Mar 2022,117,True
2022,120,Rodrigues vs. Vergara,UFC 274,May 2022,120,True
2022,119,Bastida vs. Corona,JFL 34,Oct 2022,119,False
2022,123,Boricic vs. Bastien,MFL 25,Nov 2022,123,False
2022,122,Namajunas vs. Esparza II,UFC 274,May 2022,122,True
2022,121,Coria vs. Cyr,LFA 121,Jan 2022,121,False
2022,128,Bastrygin vs. Lesnikov,Fight Club Champion,May 2022,128,False
2022,127,Pham vs. Boynazarov,LFA 121,Jan 2022,127,False
2022,126,Pimblett vs. Vargas,UFC Fight Night,Mar 2022,126,True
2022,125,Reed vs. McKenna,UFC Fight Night,Mar 2022,125,True
2022,124,Choi vs. Culibao,UFC 275,Jun 2022,124,True
2022,131,Bautista vs. Squires,AFC 11,Jul 2022,131,False
2022,130,Royval vs. Schnell,UFC 274,May 2022,130,True
2022,129,McCormack vs. Page,Bellator 275,Feb 2022,129,False
2022,134,Cisneros vs. Bernal,Melee FC 1,Sep 2022,134,False
2022,133,Vanderaa vs. Sherman,UFC Fight Night,Jul 2022,133,True
2022,132,Shore vs. Valiev,UFC Fight Night,Mar 2022,132,True
2022,136,Borics vs. Burnell,Bellator 276,Mar 2022,136,False
2022,135,Askarov vs. Kara-France,UFC Fight Night,Mar 2022,135,True
2022,138,Cruz vs. Aguilar,Fighting Warriors Championship 2,Jul 2022,138,False
2022,137,Till vs. Du Plessis,UFC 282,Dec 2022,137,True
2022,139,Espinoza vs. Romero,Quorom Quito Fight Night III,Oct 2022,139,False
2022,142,Esquivel vs. Montoya,CFC 5,Mar 2022,142,False
2022,141,Jasudavicius vs. Hansen,UFC 270,Jan 2022,141,True
2022,140,Collier vs. Arlovski,UFC Fight Night,Apr 2022,140,True
2022,144,Estevez vs. Sanchez,Supreme Warriors 8,Apr 2022,144,False
2022,143,Zappitella vs. Delboni II,Invicta FC 45,Jan 2022,143,False
2022,148,Estevez vs. Paz,UFS 15,Aug 2022,148,False
2022,147,Imavov vs. Buckley,UFC Fight Night,Sep 2022,147,True
2022,146,Teo vs. Meng,ONE Championship,Jan 2022,146,False
2022,145,Aldana vs. Chiasson,UFC 279,Sep 2022,145,True
2022,152,Estevez vs. Almada,Cobra Fighter 3,Jun 2022,152,False
2022,151,Xiong vs. Miura,ONE Championship,Jan 2022,151,False
2022,150,Semelsberger vs. Fletcher,UFC Fight Night,Mar 2022,150,True
2022,149,Peralta vs. Pone,Invicta FC 45,Jan 2022,149,False
2022,158,Makhachev vs. Green,UFC Fight Night,Feb 2022,158,True
2022,157,Krylov vs. Craig,UFC Fight Night,Mar 2022,157,True
2022,156,Johnson vs. Patrick,UFC Fight Night,May 2022,156,True
2022,155,dos Anjos vs. Fiziev,UFC Fight Night,Jul 2022,155,True
2022,154,Arlovski vs. Vanderaa,UFC 271,Feb 2022,154,True
2022,153,Lee vs. Bang,Road To Brave: Korea,Jan 2022,153,False
2022,160,Pimblett vs. Leavitt,UFC Fight Night,Jul 2022,160,True
2022,159,Curtis vs. Buckley,UFC 282,Dec 2022,159,True
2022,161,Xiong vs. Lee III,ONE Fight Night 2,Sep 2022,161,False
2011,1,Rua vs. Henderson,UFC 139,Nov 2011,1,True
2011,2,Diaz vs. Daley,Strikeforce,Apr 2011,2,False
2011,3,Edgar vs. Maynard II,UFC 125,Jan 2011,3,True
2011,4,Barry vs. Kongo,UFC on Versus 4,Jun 2011,4,True
2011,5,Alvarez vs. Chandler,Bellator 58,Nov 2011,5,False
2011,6,Edgar vs. Maynard III,UFC 136,Oct 2011,6,True
2011,7,Cruz vs. Faber II,UFC 132,Jul 2011,7,True
2011,8,Penn vs. Diaz,UFC 137,Oct 2011,8,True
2011,9,Rua vs. Jones,UFC 128,Mar 2011,9,True
2011,10,Sanchez vs. Kampmann,UFC on Versus 3,Mar 2011,10,True
2011,11,Aldo vs. Hominick,UFC 129,Apr 2011,11,True
2011,12,Silva vs. Belfort,UFC 126,Feb 2011,12,True
2011,13,Cerrone vs. Diaz,UFC 141,Dec 2011,13,True
2011,14,Emelianenko vs. Henderson,Strikeforce,Jul 2011,14,False
2011,15,Mir vs. Nogueira II,UFC 140,Dec 2011,15,True
2011,16,Guida vs. Henderson,UFC on FOX 1,Nov 2011,16,True
2011,17,Jones vs. Machida,UFC 140,Dec 2011,17,True
2011,18,Diaz vs. Santos,Strikeforce,Jan 2011,18,False
2011,19,Leben vs. Stann,UFC 125,Jan 2011,19,True
2011,20,Couture vs. Machida,UFC 129,Apr 2011,20,True
2011,21,Le vs. Silva,UFC 139,Nov 2011,21,True
2011,22,Hardy vs. Lytle,UFC on Versus 5,Aug 2011,22,True
2011,23,Garcia vs. Jung II,UFC Fight Night 24,Mar 2011,23,True
2011,24,Guida vs. Gomi,UFC 125,Jan 2011,24,True
